campo,activo,meses_inactivo,operadora,departamento,latitud,longitud,meses_historia,bpd_medio,bpd_ultimo,bpd_pico,madurez,declinacion_anual_pct,arps_b,arps_tipo,arps_exito,volatilidad,meses_sin_produccion
COHEMBI,True,0,GRAN TIERRA OPERATIONS COLOMBIA GMBH SUCURSAL,PUTUMAYO,0.3425404274,-76.50565095,142,5554.765592957076,7620.2338709677415,11854.535714285714,0.6428116675868392,0.0011999928000272497,1.0,armónica,True,0.7421791856610431,0
COLORADO,False,40,ECOPETROL S.A.,SANTANDER,6.832867689,-73.71354788,55,68.92480938416422,3.933333333333333,171.46428571428572,0.022939665347497046,47.44879565380179,5.537132875205533e-07,exponencial,True,1.1925668527653737,0
COLÓN,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,SANTANDER,7.700886,-73.733508,143,190.0129632992147,144.87032258064514,374.73333333333335,0.3865957727645752,0.001199992800904326,1.0,armónica,True,0.5105382927432145,0
COPA,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.18905816,-71.22127688,100,2071.7010557497747,857.8387096774194,5276.129032258064,0.1625886524822695,49.295285528091945,0.9999999999999999,armónica,True,0.6869944429079416,0
COPA A NORTE,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.171398037,-71.21566306,100,620.6040963239578,463.7096774193548,1269.516129032258,0.3652648964553424,8.833081350751282,0.0,exponencial,True,0.8318718988082402,0
COPA A SUR,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.161836028,-71.21937658,100,321.6804089464484,97.6774193548387,1120.9642857142858,0.0871369593123103,24.575605546351255,0.0,exponencial,True,0.7182537552347839,0
COPA B,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.156037034,-71.2220127,99,313.501238134831,87.93548387096774,852.5806451612904,0.10314037079076806,24.84930545421653,1.0,armónica,True,0.8061489598185393,0
COPA C,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.142005492,-71.22289171,99,283.3387024543866,121.61290322580645,955.1666666666666,0.1273211340699422,0.46489256872140894,1.0,armónica,True,0.6114073344680157,0
COPA D,False,46,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.112730148,-71.22623196,99,735.8377378049792,346.48387096774195,2464.2903225806454,0.1406018876075033,4.919690508948349,0.0,exponencial,True,0.3998653617281974,0
COPA UNIFICADO,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.15509823,-71.22012911,46,1307.9704372899953,845.655806451613,1947.5714285714287,0.4342104192152344,21.097069933670998,0.0,exponencial,True,0.04462196152930549,0
CORALILLO,False,61,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.30845599999999,-72.977231,35,1826.2195151074889,1675.2142857142858,3038.1612903225805,0.5513908333472374,0.0011999928000272497,1.0,armónica,True,0.2082671259041882,0
CORAZÓN,True,0,PETROSANTANDER COLOMBIA  GMBH,SANTANDER,7.237566,-73.512352,146,43.55734197579103,18.406774193548387,161.7741935483871,0.11378065802592223,26.978061241363406,0.0,exponencial,True,0.27313470163201053,0
CORAZÓN WEST,True,0,PETROSANTANDER COLOMBIA  GMBH,SANTANDER,7.230635,-73.518347,146,174.07034757035976,134.73516129032257,275.741935483871,0.4886277491810949,0.2732594934269472,1.0,armónica,True,0.20532546756660816,0
CORCEL A,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.394215567,-72.92499439,109,147.4237982411893,0.06483870967741935,425.53333333333336,0.00015237045984040266,37.820322456945945,0.0,exponencial,True,0.7277082262205458,0
CORCEL C,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.41597839,-72.93018044,137,247.2561544950304,0.09548387096774194,793.6785714285714,0.00012030546672801936,20.564685031893816,1.9884058138835046e-08,exponencial,True,0.5464292760987788,0
CORCEL D,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.405067575,-72.91194537,147,221.36321589459982,116.60387096774193,641.741935483871,0.18169900472504272,0.3537313558879762,0.9999999999570037,armónica,True,0.2928893385335931,0
CORCEL E,False,24,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.41605951,-72.90553083,117,310.37814584377423,72.87096774193549,791.516129032258,0.09206504462648246,50.3271159389835,0.9999999999998541,armónica,True,0.7200571831538193,0
COREN,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.337906379,-70.99260515,146,930.3661377086378,591.1858064516128,2373.8387096774195,0.24904211227221457,0.0011999928000272497,1.0,armónica,True,0.28587168436508903,0
COROCORA,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.369913262,-70.98071095,146,502.89635584711425,302.7812903225806,1693.8333333333333,0.17875506660784057,0.0011999928000272497,1.0,armónica,True,0.2659834083417089,0
CORRALES,True,0,UNION TEMPORAL OMEGA ENERGY,BOYACA,5.806840425,-72.85549263,147,415.4544617476209,69.12903225806451,2099.8387096774195,0.03292111529303326,24.58112590203306,0.07926081424948052,hiperbólica,True,0.3051290901658464,0
CORSUR,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.319886,-71.00869,121,136.94590591605782,98.43258064516128,444.48387096774195,0.22145366136874953,19.392533062925775,0.9999999999999977,armónica,True,0.1464220531504253,0
COSECHA-A,False,13,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.853612436,-71.27279848,30,48.52528373677985,3.642857142857143,94.1,0.03871261575831183,31.8588396676721,1.319136432853925e-07,exponencial,True,0.598480130342234,0
COSTAYACO,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,PUTUMAYO,0.9779705294,-76.63428388,146,8651.521975311229,4742.777741935483,17900.366666666665,0.26495422301976035,8.039064997712075,0.0,exponencial,True,0.15628097977380626,0
COTORRA,False,71,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",MAGDALENA,9.649487255,-74.1416782,39,4.540337588502215,0.3333333333333333,27.666666666666668,0.012048192771084336,98.02703584448435,0.9999999999999998,armónica,True,1.3943519671445912,0
CRAVO ESTE,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.229735961,-71.94937501,146,319.8633229064402,142.79806451612902,1366.225806451613,0.10452010483318772,0.0011999928001160676,1.0,armónica,True,0.5128879931652981,0
CRISTALINA,True,0,ECOPETROL S.A.,SANTANDER,7.515456076,-73.70770105,114,146.99304125743538,183.74354838709678,338.9032258064516,0.5421711403007806,0.0011999928000272497,1.0,armónica,True,0.6897116792810292,0
CUERVA NORESTE,False,6,PERENCO OIL AND GAS COLOMBIA LIMITED.,CASANARE,5.718500376859504,-70.59403585123967,121,43.46545361302668,4.733333333333333,165.5,0.028600201409869085,10.063389174510585,0.0,exponencial,True,0.7451520367397587,0
CUERVA OESTE,True,0,PERENCO OIL AND GAS COLOMBIA LIMITED.,CASANARE,5.677802188,-70.6722841,136,430.5179204815964,331.20870967741934,1135.3870967741937,0.2917143506548853,0.0011999928000605564,1.0,armónica,True,0.18317551575229912,0
CUERVA SUR,True,0,PERENCO OIL AND GAS COLOMBIA LIMITED.,CASANARE,5.641381039,-70.65860598,136,142.94439448846836,103.33709677419354,295.9032258064516,0.34922598931647225,36.96452233446765,0.9999999999999999,armónica,True,0.2389769285555483,0
CUMPLIDOR,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,PUTUMAYO,0.4367368846,-76.61729461,106,417.6116903777482,152.38516129032257,1286.9354838709678,0.11840932447675145,0.0011999928085537626,0.0,exponencial,True,0.804769206135945,0
CUPIAGUA,True,0,ECOPETROL S.A.,CASANARE,5.193761991,-72.62967011,146,5844.583211750645,2978.3677419354835,10804.870967741936,0.2756504682774495,0.6641378640134477,0.0,exponencial,True,0.13443101819153455,0
CUPIAGUA LIRIA,True,0,ECOPETROL S.A.,CASANARE,5.258787,-72.59964,146,2571.795658850669,1461.0364516129032,4387.8387096774195,0.33297405585820045,0.0011999928000272497,1.0,armónica,True,0.15908418820530612,0
CUPIAGUA SUR,True,0,ECOPETROL S.A.,CASANARE,5.111675366,-72.66812785,146,1908.4270302320037,200.90225806451613,6604.535714285715,0.030418831354028623,13.691687719967671,0.0,exponencial,True,0.08775587834414518,0
CURITO,False,14,INVEPETROL LIMITED COLOMBIA,CASANARE,5.10905799,-71.84587371,125,711.6382873245404,2.5806451612903225,7854.612903225807,0.0003285515394693071,21.493548296852218,0.0,exponencial,True,0.3717805638186914,0
CURUCUCÚ,False,57,GEOPARK COLOMBIA S.A.S.,CASANARE,4.371697,-72.6634059999999,42,349.6112977003927,34.166666666666664,1417.3870967741937,0.024105388531069586,70.68089209169344,1.0,armónica,True,0.5984751882758154,0
CUSIANA,True,0,ECOPETROL S.A.,CASANARE,5.012679,-72.68344,146,2590.4800901324006,388.45677419354837,6290.774193548387,0.061750233316582394,19.670968673467225,1.6959586300096727e-08,exponencial,True,0.11454583630476912,0
CUSIANA NORTE,True,0,ECOPETROL S.A.,CASANARE,5.093642,-72.644944,146,1116.1889842976213,47.32645161290322,5295.733333333334,0.008936713507648273,41.50310280332686,0.5512594718950891,hiperbólica,True,0.12819322761790145,0
DANES,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,CASANARE,5.111611858,-71.93698306,75,221.69427170930658,3.9045161290322583,723.8064516129032,0.005394420180051699,22.390507683136363,0.0,exponencial,True,0.6963318617324598,0
DINA CRETÁCEOS,True,0,ECOPETROL S.A.,HUILA,3.077733,-75.294804,146,700.5862199328892,655.1812903225806,1828.9333333333334,0.3582313681868743,0.0011999928000272497,1.0,armónica,True,0.10564541247480667,0
DINA NORTE,True,0,ECOPETROL S.A.,HUILA,3.129084858,-75.28769291,102,358.91985802385454,276.9390322580645,517.9666666666667,0.534665742180445,2.828091606188954,0.9999999999999849,armónica,True,0.08970331692804331,0
DINA TERCIARIOS,True,0,ECOPETROL S.A.,HUILA,3.098682964,-75.30667592,146,3389.8180742301192,2802.5606451612903,5549.032258064516,0.5050539472154401,0.0011999928000272497,0.9999999999999993,armónica,True,0.051751548811423714,0
DOROTEA B,True,0,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,CASANARE,5.533473575,-71.00643592,147,1978.9731327532336,1013.3109677419354,7864.7,0.12884292697012414,33.7118936940093,0.9999999999997746,armónica,True,0.08807872952090526,0
DOROTEA E,True,0,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,CASANARE,5.428772614,-70.97499935,145,81.55409601345045,67.61709677419356,130.0,0.5201315136476428,5.922164480209702,0.9999999999999999,armónica,True,0.23255994741242206,0
DOÑA MARÍA,False,76,ECOPETROL S.A.,CESAR,8.08497099999999,-73.7151199999999,71,23.90437739525772,0.3333333333333333,33.766666666666666,0.009871668311944718,9.892800707212768,0.0,exponencial,True,0.6642747491977781,0
EL DIFÍCIL,True,0,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,MAGDALENA,9.915331,-74.095448,136,101.11780784477305,24.32903225806452,257.38709677419354,0.0945231231983958,35.09148982618818,0.8939167291946768,hiperbólica,True,0.4918022579808988,0
EL NIÑO,True,0,HOCOL S.A.,TOLIMA,4.135724891,-74.61898016,57,180.5670434219587,288.58096774193547,367.7,0.7848272171387966,5.027374782328387,1.0,armónica,True,0.5949530964635019,0
ELIZITA,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,META,4.274434835,-71.98509857,146,996.075026622318,659.5961290322581,2122.464285714286,0.31076901197905443,6.354636233382227,0.0,exponencial,True,0.07245801076661754,0
ENTRERRIOS,False,27,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,CASANARE,4.80493905,-72.17563117,110,601.8069327631954,151.74193548387098,1547.1333333333334,0.09807941708355515,13.297525302694957,1.742557366986655e-07,exponencial,True,0.21939868970690726,0
ESPADARTE,False,71,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.46168956,-72.87791402,65,506.5902341633154,9.366666666666667,4067.483870967742,0.002302815933339678,36.6891188741853,0.0,exponencial,True,0.2718588598124831,0
ESPIGUERO,True,0,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S. ANTES PETROTESTING COLOMBIA,CASANARE,4.98562578,-71.29775064,35,120.11608182561122,83.19580645161291,274.0,0.3036343301153756,0.0011999928000272497,1.0,armónica,True,1.0570563556893586,0
ESPINO,False,25,ECOPETROL S.A.,HUILA,2.96275852,-75.15961895,122,13.025562490719587,10.724137931034482,22.258064516129032,0.48180909545227385,25.510129341347778,0.0,exponencial,True,0.3707166007475406,0
ESTERO,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,CASANARE,4.65736327,-72.14038955,145,104.842537426186,122.13290322580644,274.7142857142857,0.4445815510039756,20.67165755691345,0.9999999999999984,armónica,True,0.2726071580549729,0
FAUNO,False,100,ECOPETROL S.A.,META,3.71175783,-71.68075444,41,1236.3077029064427,1483.6,1646.8064516129032,0.9008951832481243,24.020043444080276,0.9828263244220314,armónica,True,0.23969058598762658,0
FENIX,False,101,AMERISUR EXPLORACION COLOMBIA LIMITADA,SANTANDER,7.508568528,-73.38066303,43,1.5708707965168633,0.3548387096774194,5.064516129032258,0.07006369426751592,3.482282105519652,0.0,exponencial,True,0.620537825620503,0
FINN,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.867793714,-71.27923246,87,1103.2747963147644,98.04483870967742,4736.466666666666,0.020699995505020077,44.103702941416024,0.9999999999999999,armónica,True,0.22392642955881775,0
FLAMENCOS,True,0,ECOPETROL S.A.,SANTANDER,7.461669542,-73.86607174,62,577.587666973801,621.5983870967742,890.483870967742,0.6980456439050897,7.004626081441057,7.625559499991485e-09,exponencial,True,1.193698383512475,0
FLAMI,False,67,OMNIA.ENERGY INC. SUCURSAL COLOMBIA EN REORGANIZACIÓN  (ANTES SANTA MARIA PETROLEUM INC),CASANARE,4.722603753,-72.18218685,44,298.06393323028476,4.387096774193548,811.7666666666667,0.005404381522843446,8.873852760125157,0.0,exponencial,True,0.8149703567967596,0
FLOREÑA,True,0,ECOPETROL S.A.,CASANARE,5.486237747,-72.40413305,146,3926.491883495433,1476.7893548387096,8450.225806451614,0.17476330084708558,19.72593638062611,0.9999999999997338,armónica,True,0.12465828528880708,0
FLOREÑA MIRADOR,True,0,ECOPETROL S.A.,CASANARE,5.482299922,-72.40304181,146,2173.719926014046,916.0258064516129,4356.225806451613,0.21027968869175004,13.253588847363995,0.9999999999999828,armónica,True,0.17343976111698797,0
FRANKMAVE,True,0,ANDES OPERATING COMPANY LLC SUCURSAL COLOMBIA,META,3.882509701,-72.65142047,57,105.27032324972609,57.553870967741936,201.70967741935485,0.28533024148408764,23.941075720931416,0.0,exponencial,True,0.6820004842043736,0
GALA,False,93,ECOPETROL S.A.,SANTANDER,7.13443925,-73.85469351,54,1752.9842559732251,1402.0,2932.714285714286,0.4780554337766087,30.013420212989097,1.0,armónica,True,0.05752408997683499,0
GALEMBO,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.942237144,-71.13555779,109,80.76818749025057,15.423548387096774,400.43333333333334,0.03851714406167512,31.438244332289667,0.0,exponencial,True,0.3853818390999722,0
GALÁN,False,93,ECOPETROL S.A.,SANTANDER,7.084698,-73.8953719999999,54,670.5453154396517,759.1,830.258064516129,0.9142940399409434,10.028351145685722,0.9999999999999902,armónica,True,0.07094538940706249,0
GARZAS,True,0,ECOPETROL S.A.,SANTANDER,7.503818327,-73.83059284,137,326.4938112018026,627.4280645161291,806.8214285714286,0.777654190007154,0.0011999928000272497,1.0,armónica,True,0.2726477705759515,0
GAVAN,True,0,ECOPETROL S.A.,META,4.104653,-73.36722,146,1393.7826993363285,584.668064516129,2906.6071428571427,0.20115138915588393,1.8351144274160736,0.0,exponencial,True,0.12274763865249458,0
GIBRALTAR,True,0,ECOPETROL S.A.,DEPARTAMENTO NN,7.013473458,-72.17263469,50,597.9461616293236,473.9616129032258,776.2258064516129,0.6105975979719901,11.968923571941781,0.0,exponencial,True,0.3116941676393505,0
GIGANTE,True,0,ECOPETROL S.A.,HUILA,2.265005848,-75.55668003,97,561.1318764685902,214.79451612903227,1319.4516129032259,0.16279074884482803,70.51694776927047,1.0,armónica,True,0.6293850094189318,0
GIRASOL,False,7,ECOPETROL S.A.,BOYACA,6.13460117,-74.57177135,140,3097.7733847888435,1428.6774193548388,6664.903225806452,0.2143583141347066,6.459149483647842,0.0,exponencial,True,0.10891895071186619,0
GOLONDRINA,False,63,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.808621559,-71.21621568,35,91.15933085136166,33.225806451612904,557.7741935483871,0.05956856167948644,67.18400244938117,0.0,exponencial,True,1.1418023825337311,0
GRETA OTO,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.908739932,-71.80992454,146,185.3192332995566,89.08064516129032,430.80645161290323,0.20677648820666417,0.0012000454994165466,0.0,exponencial,True,0.09103287351686912,0
GUACHARACA,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.806200399,-71.67089301,146,268.6586926965309,54.170645161290324,952.5333333333333,0.05687007820684175,20.064486434262953,0.0,exponencial,True,0.17446335409035424,0
GUACO,False,9,GEOPARK COLOMBIA S.A.S.,CASANARE,4.44821482,-72.75478433,61,155.82455751424737,1.6,761.9642857142857,0.002099835950316382,21.305680553688166,0.0,exponencial,True,0.8603442335199892,0
GUADUAS,False,60,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CUNDINAMARCA,5.149222461,-74.58286124,86,198.517182189636,20.419354838709676,405.06451612903226,0.050410129808075174,16.782179410544217,0.0,exponencial,True,0.1842267810709035,0
GUALA,False,110,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,META,4.407537582,-72.85278456,28,117.22659095896422,86.41935483870968,175.61290322580646,0.49210139603232916,28.338176278414117,0.0,exponencial,True,0.3843588625742938,0
GUANAPALO,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.182698078,-71.42278663,127,83.94797860640057,46.23193548387097,135.2258064516129,0.34188692748091604,25.03262882797791,0.0,exponencial,True,0.6808995829492103,0
GUANDO,True,0,HOCOL S.A.,TOLIMA,4.17340927,-74.57773063,147,5728.374708326892,2379.138387096774,10963.1,0.2170132888596085,10.657882968896482,0.0,exponencial,True,0.025877656407408984,0
GUANDO SW,True,0,HOCOL S.A.,TOLIMA,4.158525367,-74.60041041,147,1986.102456998796,1110.1390322580644,3734.967741935484,0.2972285462585504,13.205217463725493,0.9999999999999986,armónica,True,0.16362562798358185,0
GUARILAQUE,True,0,PERENCO COLOMBIA LIMITED,CASANARE,4.872575709,-71.6111288,143,975.1266932076081,616.8122580645162,2026.7666666666667,0.3043331372125633,17.338700727034595,0.9999999999999939,armónica,True,0.3037718807212013,0
GUARIMENA,False,43,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,CASANARE,4.68378117,-71.92639178,49,132.13173583433056,36.45161290322581,287.8,0.12665605595283463,27.425588221225517,0.0,exponencial,True,0.2646564299641419,0
GUARROJO,True,0,HOCOL S.A.,META,4.208764447,-71.69399138,147,818.002803359598,342.6593548387097,2345.0333333333333,0.14612131519326366,9.45846652060106,0.9999999999999892,armónica,True,0.24777501516556996,0
GUASAR,True,0,PERENCO COLOMBIA LIMITED,CASANARE,4.900937272,-71.57647734,135,204.2696944773048,69.02548387096775,602.2666666666667,0.11460950388139432,36.345949180460615,0.0,exponencial,True,0.9587839356241021,0
GUATIQUIA,True,0,ECOPETROL S.A.,META,4.097053817,-73.37712755,146,2183.522251431612,1266.7003225806452,4651.903225806452,0.2722972213939491,4.024336296052866,1.0,armónica,True,0.10676753407137823,0
GUAYUYACO,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,CAUCA,1.040333758,-76.44479212,133,439.1183695782042,181.81451612903226,711.741935483871,0.2554500543872371,17.721309229437754,0.22291112820435643,hiperbólica,True,0.32906733525925613,0
HALCÓN,True,0,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,META,4.339307717,-72.79615926,27,591.2378707872554,401.2525806451613,941.8709677419355,0.4260165079799986,17.926322643822147,0.0,exponencial,True,0.5326438487435498,0
HAMACA,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,3.472404379,-72.20625417,144,3284.814967001106,6881.110967741935,8865.741935483871,0.7761460933349827,0.0011999928000272497,1.0,armónica,True,0.1847738052433063,0
HOATZIN,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.769192387,-71.69742844,146,87.24785160651794,17.805806451612902,233.19354838709677,0.07635634250933739,22.072977034001262,4.253257222430789e-08,exponencial,True,0.14467274589894139,0
HOATZIN NORTE,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.785651321,-71.68135608,146,204.93560452579402,57.488064516129036,543.741935483871,0.10572674418604652,41.73738794353401,0.9999999999999991,armónica,True,0.08493089474792279,0
HORMIGA,True,0,ECOPETROL S.A.,PUTUMAYO,0.4699450369,-76.8905473,142,39.21611010799689,19.716451612903228,119.86666666666666,0.16448652624780224,2.979288407978553,0.0,exponencial,True,0.5867120953645006,0
HURÓN,False,73,EQUION ENERGÍA LIMITED,CASANARE,5.55006,-72.329042,25,1351.7995052704064,20.03448275862069,3125.233333333333,0.0064105558279234694,62.903218318162565,0.04334236652178842,exponencial,True,0.7032168125827094,0
IBAMACA,True,0,HOCOL S.A.,TOLIMA,3.732736668,-75.36395682,51,826.1248902634838,1182.4474193548388,1854.2903225806451,0.6376819233512517,0.0011999928000272497,1.0,armónica,True,0.3280000194309672,0
INDICO,True,0,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,META,4.230826905,-72.94969543,87,14139.334350751882,22230.023548387097,26416.9,0.8415076541300113,0.0011999928000272497,1.0,armónica,True,0.3596725888940267,0
INFANTAS,True,0,ECOPETROL S.A.,SANTANDER,6.923628924,-73.76435238,146,9803.95094329098,5033.913870967742,14087.266666666666,0.3573378704386284,12.199194191012685,0.2320190099036785,hiperbólica,True,0.04549216439525493,0
ISTANBUL,True,0,MKMS ENERJI SUCURSAL COLOMBIA,GUAJIRA,11.41031938,-72.76599923,41,12.022257441162525,7.821935483870967,21.161290322580644,0.3696341463414634,22.295269588394962,0.0,exponencial,True,0.28470078968389345,0
JACAMAR,True,0,GEOPARK COLOMBIA S.A.S.,CASANARE,4.380541605,-72.67819983,87,271.58938691990676,643.4003225806451,1343.1333333333334,0.47902937602172413,0.0011999928000605564,0.9999926367663835,armónica,True,0.4042753854281013,0
JACANA,True,0,GEOPARK COLOMBIA S.A.S.,CASANARE,4.378888574,-72.72250231,127,20835.664902782235,16262.497741935484,30347.066666666666,0.5358836793210816,21.1310664421671,1.0,armónica,True,0.3462047174912442,0
JAZMIN,False,7,ECOPETROL S.A.,BOYACA,6.10403496,-74.56970011,140,3911.2345444106445,2105.1612903225805,6619.8387096774195,0.318007942889165,5.4973666111973625,0.0,exponencial,True,0.08547351676601198,0
JIBA,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.9207433,-71.25971883,37,27.44948883215012,92.75258064516129,92.75258064516129,1.0,0.0011999928000272497,1.0,armónica,True,1.114284309581734,0
JIBA UNIFICADO,False,8,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.9207433,-71.25971883,136,171.64902379472366,40.064516129032256,421.3225806451613,0.09509225939820841,9.532210386585959,0.0,exponencial,True,0.40551414933790125,0
JILGUERO,False,72,CEPSA COLOMBIA S.A.,CASANARE,4.488928519,-72.52367042,75,638.9987193177604,200.2258064516129,1325.774193548387,0.15102557239835518,49.820974106702764,1.0,armónica,True,0.1611847635467896,0
JILGUERO SUR,False,72,CEPSA COLOMBIA S.A.,CASANARE,4.484164292,-72.52699842,75,545.9297966700215,162.1290322580645,1205.0666666666666,0.1345394713360792,24.736383706124045,3.3576084786839447e-09,exponencial,True,0.10571495651206486,0
JORCAN,False,12,PERENCO COLOMBIA LIMITED,CASANARE,5.11982867,-71.42591328,131,37.97758125369721,3.5806451612903225,102.03225806451613,0.03509326588681631,0.0011999928021366735,1.0,armónica,True,0.486215486091659,0
JORDÁN,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.119071,-71.438478,146,540.7584138814454,619.0632258064516,1234.9666666666667,0.5012792996894261,0.0011999928000272497,1.0,armónica,True,0.12577601032609154,0
JUANAMBU,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,PUTUMAYO,0.9887476309,-76.54451281,142,365.62419787076186,202.3558064516129,945.3571428571429,0.21405223198508352,16.681242872018885,1.0,armónica,True,0.12054537596620309,0
JUAPE,False,71,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S. ANTES PETROTESTING COLOMBIA,CASANARE,4.859694378,-72.04674727,65,492.4396941656786,75.76666666666667,2592.766666666667,0.029222323643983902,58.01862834355658,0.17975013078279542,hiperbólica,True,0.6547848187113787,0
JUGLAR,False,21,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,SANTANDER,7.69958341,-73.70198369,108,162.6822735383034,3.966666666666667,365.7096774193548,0.010846490841198436,25.122049351017417,9.641428147040727e-07,exponencial,True,1.2006392745748644,0
KANANASKIS,True,0,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.516755783,-72.61026776,139,896.1120488259005,69.88903225806452,6056.633333333333,0.011539254303776772,0.001199992800038352,1.0,armónica,True,0.6843155853503152,0
KITARO,True,0,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.332490315,-72.71560614,91,824.9024036620724,977.1274193548387,3426.8064516129034,0.28514228426730426,61.13155578761247,0.9999999999999999,armónica,True,1.1370382474372487,0
KONA,False,58,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CASANARE,5.596446705,-71.87645012,59,658.3020758424974,42.61290322580645,3216.516129032258,0.013248154685494222,0.0011999928000272497,1.0,armónica,True,0.9283268169294842,0
LA BELLEZA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,MAGDALENA,9.879408296,-74.6148692,56,2713.3241335019825,3103.8822580645165,3908.451612903226,0.7941462669813969,0.0011999928000272497,1.0,armónica,True,0.15204283218935252,0
LA CASONA,False,114,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CASANARE,5.084986036,-72.45173861,33,281.1610434553704,1.1666666666666667,499.0,0.002338009352037408,17.54400757809217,0.0,exponencial,True,0.6882740706803973,0
LA CAÑADA NORTE,True,0,HOCOL S.A.,HUILA,2.409365106,-75.64784679,147,1386.6604526805688,788.5690322580645,2308.9666666666667,0.34152464981076575,21.42073475335382,1.0,armónica,True,0.3035362401014705,0
LA CIRA,True,0,ECOPETROL S.A.,SANTANDER,6.98768199,-73.77875762,146,24334.132871566908,19035.909354838706,32755.16129032258,0.581157552121803,0.0011999928000272497,1.0,armónica,True,0.040210458870583235,0
